time	clk	uut_out_1	uut_out_15	uut_out2
11700us	1	0	0	0
11710us	0	0	0	0
11720us	1	0	0	0
11730us	0	0	0	0
11740us	1	0	0	0
11750us	0	0	0	0
11760us	1	0	0	0
11770us	0	0	0	0
11780us	1	0	0	0
11790us	0	0	0	0
11800us	1	0	0	0
11810us	0	0	0	0
11820us	1	0	0	0
11830us	0	0	0	0
11840us	1	0	0	0
11850us	0	0	0	0
11860us	1	0	0	0
11870us	0	0	0	0
11880us	1	0	0	0
11890us	0	0	0	0
11900us	1	0	0	0
11910us	0	0	0	0
11920us	1	0	0	0
11930us	0	0	0	0
11940us	1	0	0	0
11950us	0	0	0	0
11960us	1	0	0	0
11970us	0	0	0	0
11980us	1	0	0	0
11990us	0	0	0	0
12000us	1	0	0	0
12010us	0	0	0	0
12020us	1	0	0	0
12030us	0	0	0	0
12040us	1	0	0	0
12050us	0	0	0	0
12060us	1	0	0	0
12070us	0	0	0	0
12080us	1	0	0	0
12090us	0	0	0	0
12100us	1	0	0	0
12110us	0	0	0	0
12120us	1	0	0	0
12130us	0	0	0	0
12140us	1	0	0	0
12150us	0	0	0	0
12160us	1	0	0	0
12170us	0	0	0	0
12180us	1	0	0	0
12190us	0	0	0	0
12200us	1	0	0	0
12210us	0	0	0	0
12220us	1	0	0	0
12230us	0	0	0	0
12240us	1	0	0	0
12250us	0	0	0	0
12260us	1	0	0	0
12270us	0	0	0	0
12280us	1	0	0	0
12290us	0	0	0	0
12300us	1	0	0	0
12310us	0	0	0	0
12320us	1	0	0	0
12330us	0	0	0	0
12340us	1	0	0	0
12350us	0	0	0	0
12360us	1	0	0	0
12370us	0	0	0	0
12380us	1	0	0	0
12390us	0	0	0	0
12400us	1	0	0	0
12410us	0	0	0	0
12420us	1	0	0	0
12430us	0	0	0	0
12440us	1	0	0	0
12450us	0	0	0	0
12460us	1	0	0	0
12470us	0	0	0	0
12480us	1	0	0	0
12490us	0	0	0	0
12500us	1	0	0	0
12510us	0	0	0	0
12520us	1	0	0	0
12530us	0	0	0	0
12540us	1	0	0	0
12550us	0	0	0	0
12560us	1	0	0	0
12570us	0	0	0	0
12580us	1	0	0	0
12590us	0	0	0	0
12600us	1	0	0	0
12610us	0	0	0	0
12620us	1	0	0	0
12630us	0	0	0	0
12640us	1	0	0	0
12650us	0	0	0	0
12660us	1	0	0	0
12670us	0	0	0	0
12680us	1	0	0	0
12690us	0	0	0	0
12700us	1	0	0	0
12710us	0	0	0	0
12720us	1	0	0	0
12730us	0	0	0	0
12740us	1	0	0	0
12750us	0	0	0	0
12760us	1	0	0	0
12770us	0	0	0	0
12780us	1	0	0	0
12790us	0	0	0	0
12800us	1	0	0	0
12810us	0	0	0	0
12820us	1	0	0	0
12830us	0	0	0	0
12840us	1	0	0	0
12850us	0	0	0	0
12860us	1	0	0	0
12870us	0	0	0	0
12880us	1	0	0	0
12890us	0	0	0	0
12900us	1	0	0	0
12910us	0	0	0	0
12920us	1	0	0	0
12930us	0	0	0	0
12940us	1	0	0	0
12950us	0	0	0	0
12960us	1	0	0	0
12970us	0	0	0	0
12980us	1	0	0	0
12990us	0	0	0	0
13000us	1	0	0	0
13010us	0	0	0	0
13020us	1	0	0	0
13030us	0	0	0	0
13040us	1	0	0	0
13050us	0	0	0	0
13060us	1	0	0	0
13070us	0	0	0	0
13080us	1	0	0	0
13090us	0	0	0	0
13100us	1	0	0	0
13110us	0	0	0	0
13120us	1	0	0	0
13130us	0	0	0	0
13140us	1	0	0	0
13150us	0	0	0	0
13160us	1	0	0	0
13170us	0	0	0	0
13180us	1	0	0	0
13190us	0	0	0	0
13200us	1	0	0	0
13210us	0	0	0	0
13220us	1	0	0	0
13230us	0	0	0	0
13240us	1	0	0	0
13250us	0	0	0	0
13260us	1	0	0	0
13270us	0	0	0	0
13280us	1	0	0	0
13290us	0	0	0	0
13300us	1	0	0	0
13310us	0	0	0	0
13320us	1	0	0	0
13330us	0	0	0	0
13340us	1	0	0	0
13350us	0	0	0	0
13360us	1	0	0	0
13370us	0	0	0	0
13380us	1	0	0	0
13390us	0	0	0	0
13400us	1	0	0	0
13410us	0	0	0	0
13420us	1	0	0	0
13430us	0	0	0	0
13440us	1	0	0	0
13450us	0	0	0	0
13460us	1	0	0	0
13470us	0	0	0	0
13480us	1	0	0	0
13490us	0	0	0	0
13500us	1	0	0	0
13510us	0	0	0	0
13520us	1	0	0	0
13530us	0	0	0	0
13540us	1	0	0	0
13550us	0	0	0	0
13560us	1	0	0	0
13570us	0	0	0	0
13580us	1	0	0	0
13590us	0	0	0	0
13600us	1	0	0	0
13610us	0	0	0	0
13620us	1	0	0	0
13630us	0	0	0	0
13640us	1	0	0	0
13650us	0	0	0	0
13660us	1	0	0	0
13670us	0	0	0	0
13680us	1	0	0	0
13690us	0	0	0	0
13700us	1	0	0	0
13710us	0	0	0	0
13720us	1	0	0	0
13730us	0	0	0	0
13740us	1	0	0	0
13750us	0	0	0	0
13760us	1	0	0	0
13770us	0	0	0	0
13780us	1	0	0	0
13790us	0	0	0	0
13800us	1	0	0	0
13810us	0	0	0	0
13820us	1	0	0	0
13830us	0	0	0	0
13840us	1	0	0	0
13850us	0	0	0	0
13860us	1	0	0	0
13870us	0	0	0	0
13880us	1	0	0	0
13890us	0	0	0	0
13900us	1	0	0	0
13910us	0	0	0	0
13920us	1	0	0	0
13930us	0	0	0	0
13940us	1	0	0	0
13950us	0	0	0	0
13960us	1	0	0	0
13970us	0	0	0	0
13980us	1	0	0	0
13990us	0	0	0	0
14000us	1	0	0	0
14010us	0	0	0	0
14020us	1	0	0	0
14030us	0	0	0	0
14040us	1	0	0	0
14050us	0	0	0	0
14060us	1	0	0	0
14070us	0	0	0	0
14080us	1	0	0	0
14090us	0	0	0	0
14100us	1	0	0	0
14110us	0	0	0	0
14120us	1	0	0	0
14130us	0	0	0	0
14140us	1	0	0	0
14150us	0	0	0	0
14160us	1	0	0	0
14170us	0	0	0	0
14180us	1	0	0	0
14190us	0	0	0	0
14200us	1	0	0	0
14210us	0	0	0	0
14220us	1	0	0	0
14230us	0	0	0	0
14240us	1	0	0	0
14250us	0	0	0	0
14260us	1	0	0	0
14270us	0	0	0	0
14280us	1	0	0	0
14290us	0	0	0	0
14300us	1	0	0	0
14310us	0	0	0	0
14320us	1	0	0	0
14330us	0	0	0	0
14340us	1	0	0	0
14350us	0	0	0	0
14360us	1	0	0	0
14370us	0	0	0	0
14380us	1	0	0	0
14390us	0	0	0	0
14400us	1	0	0	0
14410us	0	0	0	0
14420us	1	0	0	0
14430us	0	0	0	0
14440us	1	0	0	0
14450us	0	0	0	0
14460us	1	0	0	0
14470us	0	0	0	0
14480us	1	0	0	0
14490us	0	0	0	0
14500us	1	0	0	0
14510us	0	0	0	0
14520us	1	0	0	0
14530us	0	0	0	0
14540us	1	0	0	0
14550us	0	0	0	0
14560us	1	0	0	0
14570us	0	0	0	0
14580us	1	0	0	0
14590us	0	0	0	0
14600us	1	0	0	0
14610us	0	0	0	0
14620us	1	0	0	0
14630us	0	0	0	0
14640us	1	0	0	0
14650us	0	0	0	0
14660us	1	0	0	0
14670us	0	0	0	0
14680us	1	0	0	0
14690us	0	0	0	0
14700us	1	0	0	0
14710us	0	0	0	0
14720us	1	0	0	0
14730us	0	0	0	0
14740us	1	0	0	0
14750us	0	0	0	0
14760us	1	0	0	0
14770us	0	0	0	0
14780us	1	0	0	0
14790us	0	0	0	0
14800us	1	0	0	0
14810us	0	0	0	0
14820us	1	0	0	0
14830us	0	0	0	0
14840us	1	0	0	0
14850us	0	0	0	0
14860us	1	0	0	0
14870us	0	0	0	0
14880us	1	0	0	0
14890us	0	0	0	0
14900us	1	0	0	0
14910us	0	0	0	0
14920us	1	0	0	0
14930us	0	0	0	0
14940us	1	0	0	0
14950us	0	0	0	0
14960us	1	0	0	0
14970us	0	0	0	0
14980us	1	0	0	0
14990us	0	0	0	0
15000us	1	0	0	0
15010us	0	0	0	0
15020us	1	0	0	0
15030us	0	0	0	0
15040us	1	0	0	0
15050us	0	0	0	0
15060us	1	0	0	0
15070us	0	0	0	0
15080us	1	0	0	0
15090us	0	0	0	0
15100us	1	0	0	0
15110us	0	0	0	0
15120us	1	0	0	0
15130us	0	0	0	0
15140us	1	0	0	0
15150us	0	0	0	0
15160us	1	0	0	0
15170us	0	0	0	0
15180us	1	0	0	0
15190us	0	0	0	0
15200us	1	0	0	0
15210us	0	0	0	0
15220us	1	0	0	0
15230us	0	0	0	0
15240us	1	0	0	0
15250us	0	0	0	0
15260us	1	0	0	0
15270us	0	0	0	0
15280us	1	0	0	0
15290us	0	0	0	0
15300us	1	0	0	0
15310us	0	0	0	0
15320us	1	0	0	0
15330us	0	0	0	0
15340us	1	0	0	0
15350us	0	0	0	0
15360us	1	0	0	0
15370us	0	0	0	0
15380us	1	0	0	0
15390us	0	0	0	0
15400us	1	0	0	0
15410us	0	0	0	0
15420us	1	0	0	0
15430us	0	0	0	0
15440us	1	0	0	0
15450us	0	0	0	0
15460us	1	0	0	0
15470us	0	0	0	0
15480us	1	0	0	0
15490us	0	0	0	0
15500us	1	0	0	0
15510us	0	0	0	0
15520us	1	0	0	0
15530us	0	0	0	0
15540us	1	0	0	0
15550us	0	0	0	0
15560us	1	0	0	0
15570us	0	0	0	0
15580us	1	0	0	0
15590us	0	0	0	0
15600us	1	0	0	0
15610us	0	0	0	0
15620us	1	0	0	0
15630us	0	0	0	0
15640us	1	0	0	0
15650us	0	0	0	0
15660us	1	0	0	0
15670us	0	0	0	0
15680us	1	0	0	0
15690us	0	0	0	0
15700us	1	0	0	0
15710us	0	0	0	0
15720us	1	0	0	0
15730us	0	0	0	0
15740us	1	0	0	0
15750us	0	0	0	0
15760us	1	0	0	0
15770us	0	0	0	0
15780us	1	0	0	0
15790us	0	0	0	0
15800us	1	0	0	0
15810us	0	0	0	0
15820us	1	0	0	0
15830us	0	0	0	0
15840us	1	0	0	0
15850us	0	0	0	0
15860us	1	0	0	0
15870us	0	0	0	0
15880us	1	0	0	0
15890us	0	0	0	0
15900us	1	0	0	0
15910us	0	0	0	0
15920us	1	0	0	0
15930us	0	0	0	0
15940us	1	0	0	0
15950us	0	0	0	0
15960us	1	0	0	0
15970us	0	0	0	0
15980us	1	0	0	0
15990us	0	0	0	0
16000us	1	0	0	0
16010us	0	0	0	0
16020us	1	0	0	0
16030us	0	0	0	0
16040us	1	0	0	0
16050us	0	0	0	0
16060us	1	0	0	0
16070us	0	0	0	0
16080us	1	0	0	0
16090us	0	0	0	0
16100us	1	0	0	0
16110us	0	0	0	0
16120us	1	0	0	0
16130us	0	0	0	0
16140us	1	0	0	0
16150us	0	0	0	0
16160us	1	0	0	0
16170us	0	0	0	0
16180us	1	0	0	0
16190us	0	0	0	0
16200us	1	0	0	0
16210us	0	0	0	0
16220us	1	0	0	0
16230us	0	0	0	0
16240us	1	0	0	0
16250us	0	0	0	0
16260us	1	0	0	0
16270us	0	0	0	0
16280us	1	0	0	0
16290us	0	0	0	0
16300us	1	0	0	0
16310us	0	0	0	0
16320us	1	0	0	0
16330us	0	0	0	0
16340us	1	0	0	0
16350us	0	0	0	0
16360us	1	0	0	0
16370us	0	0	0	0
16380us	1	0	0	0
16390us	0	0	0	0
16400us	1	0	0	0
16410us	0	0	0	0
16420us	1	0	0	0
16430us	0	0	0	0
16440us	1	0	0	0
16450us	0	0	0	0
16460us	1	0	0	0
16470us	0	0	0	0
16480us	1	0	0	0
16490us	0	0	0	0
16500us	1	0	0	0
16510us	0	0	0	0
16520us	1	0	0	0
16530us	0	0	0	0
16540us	1	0	0	0
16550us	0	0	0	0
16560us	1	0	0	0
16570us	0	0	0	0
16580us	1	0	0	0
16590us	0	0	0	0
16600us	1	0	0	0
16610us	0	0	0	0
16620us	1	0	0	0
16630us	0	0	0	0
16640us	1	0	0	0
16650us	0	0	0	0
16660us	1	0	0	0
16670us	0	0	0	0
16680us	1	0	0	0
16690us	0	0	0	0
16700us	1	0	0	0
16710us	0	0	0	0
16720us	1	0	0	0
16730us	0	0	0	0
16740us	1	0	0	0
16750us	0	0	0	0
16760us	1	0	0	0
16770us	0	0	0	0
16780us	1	0	0	0
16790us	0	0	0	0
16800us	1	0	0	0
16810us	0	0	0	0
16820us	1	0	0	0
16830us	0	0	0	0
16840us	1	0	0	0
16850us	0	0	0	0
16860us	1	0	0	0
16870us	0	0	0	0
16880us	1	0	0	0
16890us	0	0	0	0
16900us	1	0	0	0
16910us	0	0	0	0
16920us	1	0	0	0
16930us	0	0	0	0
16940us	1	0	0	0
16950us	0	0	0	0
16960us	1	0	0	0
16970us	0	0	0	0
16980us	1	0	0	0
16990us	0	0	0	0
17000us	1	0	0	0
17010us	0	0	0	0
17020us	1	0	0	0
17030us	0	0	0	0
17040us	1	0	0	0
17050us	0	0	0	0
17060us	1	0	0	0
17070us	0	0	0	0
17080us	1	0	0	0
17090us	0	0	0	0
17100us	1	0	0	0
17110us	0	0	0	0
17120us	1	0	0	0
17130us	0	0	0	0
17140us	1	0	0	0
17150us	0	0	0	0
17160us	1	0	0	0
17170us	0	0	0	0
17180us	1	0	0	0
17190us	0	0	0	0
17200us	1	0	0	0
17210us	0	0	0	0
17220us	1	0	0	0
17230us	0	0	0	0
17240us	1	0	0	0
17250us	0	0	0	0
17260us	1	0	0	0
17270us	0	0	0	0
17280us	1	0	0	0
17290us	0	0	0	0
17300us	1	0	0	0
17310us	0	0	0	0
17320us	1	0	0	0
17330us	0	0	0	0
17340us	1	0	0	0
17350us	0	0	0	0
17360us	1	0	0	0
17370us	0	0	0	0
17380us	1	0	0	0
17390us	0	0	0	0
17400us	1	0	0	0
17410us	0	0	0	0
17420us	1	0	0	0
17430us	0	0	0	0
17440us	1	0	0	0
17450us	0	0	0	0
17460us	1	0	0	0
17470us	0	0	0	0
17480us	1	0	0	0
17490us	0	0	0	0
17500us	1	0	0	0
17510us	0	0	0	0
17520us	1	0	0	0
17530us	0	0	0	0
17540us	1	0	0	0
17550us	0	0	0	0
17560us	1	0	0	0
17570us	0	0	0	0
17580us	1	0	0	0
17590us	0	0	0	0
17600us	1	0	0	0
17610us	0	0	0	0
17620us	1	0	0	0
17630us	0	0	0	0
17640us	1	0	0	0
17650us	0	0	0	0
17660us	1	0	0	0
17670us	0	0	0	0
17680us	1	0	0	0
17690us	0	0	0	0
17700us	1	0	0	0
17710us	0	0	0	0
17720us	1	0	0	0
17730us	0	0	0	0
17740us	1	0	0	0
17750us	0	0	0	0
17760us	1	0	0	0
17770us	0	0	0	0
17780us	1	0	0	0
17790us	0	0	0	0
17800us	1	0	0	0
17810us	0	0	0	0
17820us	1	0	0	0
17830us	0	0	0	0
17840us	1	0	0	0
17850us	0	0	0	0
17860us	1	0	0	0
17870us	0	0	0	0
17880us	1	0	0	0
17890us	0	0	0	0
17900us	1	0	0	0
17910us	0	0	0	0
17920us	1	0	0	0
17930us	0	0	0	0
17940us	1	0	0	0
17950us	0	0	0	0
17960us	1	0	0	0
17970us	0	0	0	0
17980us	1	0	0	0
17990us	0	0	0	0
18000us	1	0	0	0
18010us	0	0	0	0
18020us	1	0	0	0
18030us	0	0	0	0
18040us	1	0	0	0
18050us	0	0	0	0
18060us	1	0	0	0
18070us	0	0	0	0
18080us	1	0	0	0
18090us	0	0	0	0
18100us	1	0	0	0
18110us	0	0	0	0
18120us	1	0	0	0
18130us	0	0	0	0
18140us	1	0	0	0
18150us	0	0	0	0
18160us	1	0	0	0
18170us	0	0	0	0
18180us	1	0	0	0
18190us	0	0	0	0
18200us	1	0	0	0
18210us	0	0	0	0
18220us	1	0	0	0
18230us	0	0	0	0
18240us	1	0	0	0
18250us	0	0	0	0
18260us	1	0	0	0
18270us	0	0	0	0
18280us	1	0	0	0
18290us	0	0	0	0
18300us	1	0	0	0
18310us	0	0	0	0
18320us	1	0	0	0
18330us	0	0	0	0
18340us	1	0	0	0
18350us	0	0	0	0
18360us	1	0	0	0
18370us	0	0	0	0
18380us	1	0	0	0
18390us	0	0	0	0
18400us	1	0	0	0
18410us	0	0	0	0
18420us	1	0	0	0
18430us	0	0	0	0
18440us	1	0	0	0
18450us	0	0	0	0
18460us	1	0	0	0
18470us	0	0	0	0
18480us	1	0	0	0
18490us	0	0	0	0
18500us	1	0	0	0
18510us	0	0	0	0
18520us	1	0	0	0
18530us	0	0	0	0
18540us	1	0	0	0
18550us	0	0	0	0
18560us	1	0	0	0
18570us	0	0	0	0
18580us	1	0	0	0
18590us	0	0	0	0
18600us	1	0	0	0
18610us	0	0	0	0
18620us	1	0	0	0
18630us	0	0	0	0
18640us	1	0	0	0
18650us	0	0	0	0
18660us	1	0	0	0
18670us	0	0	0	0
18680us	1	0	0	0
18690us	0	0	0	0
18700us	1	0	0	0
18710us	0	0	0	0
18720us	1	0	0	0
18730us	0	0	0	0
18740us	1	0	0	0
18750us	0	0	0	0
18760us	1	0	0	0
18770us	0	0	0	0
18780us	1	0	0	0
18790us	0	0	0	0
18800us	1	0	0	0
18810us	0	0	0	0
18820us	1	0	0	0
18830us	0	0	0	0
18840us	1	0	0	0
18850us	0	0	0	0
18860us	1	0	0	0
18870us	0	0	0	0
18880us	1	0	0	0
18890us	0	0	0	0
18900us	1	0	0	0
18910us	0	0	0	0
18920us	1	0	0	0
18930us	0	0	0	0
18940us	1	0	0	0
18950us	0	0	0	0
18960us	1	0	0	0
18970us	0	0	0	0
18980us	1	0	0	0
18990us	0	0	0	0
19000us	1	0	0	0
19010us	0	0	0	0
19020us	1	0	0	0
19030us	0	0	0	0
19040us	1	0	0	0
19050us	0	0	0	0
19060us	1	0	0	0
19070us	0	0	0	0
19080us	1	0	0	0
19090us	0	0	0	0
19100us	1	0	0	0
19110us	0	0	0	0
19120us	1	0	0	0
19130us	0	0	0	0
19140us	1	0	0	0
19150us	0	0	0	0
19160us	1	0	0	0
19170us	0	0	0	0
19180us	1	0	0	0
19190us	0	0	0	0
19200us	1	0	0	0
19210us	0	0	0	0
19220us	1	0	0	0
19230us	0	0	0	0
19240us	1	0	0	0
19250us	0	0	0	0
19260us	1	0	0	0
19270us	0	0	0	0
19280us	1	0	0	0
19290us	0	0	0	0
19300us	1	0	0	0
19310us	0	0	0	0
19320us	1	0	0	0
19330us	0	0	0	0
19340us	1	0	0	0
19350us	0	0	0	0
19360us	1	0	0	0
19370us	0	0	0	0
19380us	1	0	0	0
19390us	0	0	0	0
19400us	1	0	0	0
19410us	0	0	0	0
19420us	1	0	0	0
19430us	0	0	0	0
19440us	1	0	0	0
19450us	0	0	0	0
19460us	1	0	0	0
19470us	0	0	0	0
19480us	1	0	0	0
19490us	0	0	0	0
19500us	1	0	0	0
19510us	0	0	0	0
19520us	1	0	0	0
19530us	0	0	0	0
19540us	1	0	0	0
19550us	0	0	0	0
19560us	1	0	0	0
19570us	0	0	0	0
19580us	1	0	0	0
19590us	0	0	0	0
19600us	1	0	0	0
19610us	0	0	0	0
19620us	1	0	0	0
19630us	0	0	0	0
19640us	1	0	0	0
19650us	0	0	0	0
19660us	1	0	0	0
19670us	0	0	0	0
19680us	1	0	0	0
19690us	0	0	0	0
19700us	1	0	0	0
19710us	0	0	0	0
19720us	1	0	0	0
19730us	0	0	0	0
19740us	1	0	0	0
19750us	0	0	0	0
19760us	1	0	0	0
19770us	0	0	0	0
19780us	1	0	0	0
19790us	0	0	0	0
19800us	1	0	0	0
19810us	0	0	0	0
19820us	1	0	0	0
19830us	0	0	0	0
19840us	1	0	0	0
19850us	0	0	0	0
19860us	1	0	0	0
19870us	0	0	0	0
19880us	1	0	0	0
19890us	0	0	0	0
19900us	1	0	0	0
19910us	0	0	0	0
19920us	1	0	0	0
19930us	0	0	0	0
19940us	1	0	0	0
19950us	0	0	0	0
19960us	1	0	0	0
19970us	0	0	0	0
19980us	1	0	0	0
19990us	0	0	0	0
20000us	1	1	1	1
20010us	0	1	1	1
20020us	1	1	1	1
20030us	0	1	1	1
20040us	1	1	1	1
20050us	0	1	1	1
20060us	1	1	1	1
20070us	0	1	1	1
20080us	1	1	1	1
20090us	0	1	1	1
20100us	1	1	1	1
20110us	0	1	1	1
20120us	1	1	1	1
20130us	0	1	1	1
20140us	1	1	1	1
20150us	0	1	1	1
20160us	1	1	1	1
20170us	0	1	1	1
20180us	1	1	1	1
20190us	0	1	1	1
20200us	1	1	1	1
20210us	0	1	1	1
20220us	1	1	1	1
20230us	0	1	1	1
20240us	1	1	1	1
20250us	0	1	1	1
20260us	1	1	1	1
20270us	0	1	1	1
20280us	1	1	1	1
20290us	0	1	1	1
20300us	1	1	1	1
20310us	0	1	1	1
20320us	1	1	1	1
20330us	0	1	1	1
20340us	1	1	1	1
20350us	0	1	1	1
20360us	1	1	1	1
20370us	0	1	1	1
20380us	1	1	1	1
20390us	0	1	1	1
20400us	1	1	1	1
20410us	0	1	1	1
20420us	1	1	1	1
20430us	0	1	1	1
20440us	1	1	1	1
20450us	0	1	1	1
20460us	1	1	1	1
20470us	0	1	1	1
20480us	1	1	1	1
20490us	0	1	1	1
20500us	1	1	1	1
20510us	0	1	1	1
20520us	1	1	1	1
20530us	0	1	1	1
20540us	1	1	1	1
20550us	0	1	1	1
20560us	1	1	1	1
20570us	0	1	1	1
20580us	1	1	1	1
20590us	0	1	1	1
20600us	1	1	1	1
20610us	0	1	1	1
20620us	1	1	1	1
20630us	0	1	1	1
20640us	1	1	1	1
20650us	0	1	1	1
20660us	1	1	1	1
20670us	0	1	1	1
20680us	1	1	1	1
20690us	0	1	1	1
20700us	1	1	1	1
20710us	0	1	1	1
20720us	1	1	1	1
20730us	0	1	1	1
20740us	1	1	1	1
20750us	0	1	1	1
20760us	1	1	1	1
20770us	0	1	1	1
20780us	1	1	1	1
20790us	0	1	1	1
20800us	1	1	1	1
20810us	0	1	1	1
20820us	1	1	1	1
20830us	0	1	1	1
20840us	1	1	1	1
20850us	0	1	1	1
20860us	1	1	1	1
20870us	0	1	1	1
20880us	1	1	1	1
20890us	0	1	1	1
20900us	1	1	1	1
20910us	0	1	1	1
20920us	1	1	1	1
20930us	0	1	1	1
20940us	1	1	1	1
20950us	0	1	1	1
20960us	1	1	1	1
20970us	0	1	1	1
20980us	1	1	1	1
20990us	0	1	1	1
21000us	1	0	1	1
21010us	0	0	1	1
21020us	1	0	1	1
21030us	0	0	1	1
21040us	1	0	1	1
21050us	0	0	1	1
21060us	1	0	1	1
21070us	0	0	1	1
21080us	1	0	1	1
21090us	0	0	1	1
21100us	1	0	1	1
21110us	0	0	1	1
21120us	1	0	1	1
21130us	0	0	1	1
21140us	1	0	1	1
21150us	0	0	1	1
21160us	1	0	1	1
21170us	0	0	1	1
21180us	1	0	1	1
21190us	0	0	1	1
21200us	1	0	1	1
21210us	0	0	1	1
21220us	1	0	1	1
21230us	0	0	1	1
21240us	1	0	1	1
21250us	0	0	1	1
21260us	1	0	1	1
21270us	0	0	1	1
21280us	1	0	1	1
21290us	0	0	1	1
21300us	1	0	1	1
21310us	0	0	1	1
21320us	1	0	1	1
21330us	0	0	1	1
21340us	1	0	1	1
21350us	0	0	1	1
21360us	1	0	1	1
21370us	0	0	1	1
21380us	1	0	1	1
21390us	0	0	1	1
21400us	1	0	1	1
21410us	0	0	1	1
21420us	1	0	1	1
21430us	0	0	1	1
21440us	1	0	1	1
21450us	0	0	1	1
21460us	1	0	1	1
21470us	0	0	1	1
21480us	1	0	1	1
21490us	0	0	1	1
21500us	1	0	1	1
21510us	0	0	1	1
21520us	1	0	0	1
21530us	0	0	0	1
21540us	1	0	0	1
21550us	0	0	0	1
21560us	1	0	0	1
21570us	0	0	0	1
21580us	1	0	0	1
21590us	0	0	0	1
21600us	1	0	0	1
21610us	0	0	0	1
21620us	1	0	0	1
21630us	0	0	0	1
21640us	1	0	0	1
21650us	0	0	0	1
21660us	1	0	0	1
21670us	0	0	0	1
21680us	1	0	0	1
21690us	0	0	0	1
21700us	1	0	0	1
21710us	0	0	0	1
21720us	1	0	0	1
21730us	0	0	0	1
21740us	1	0	0	1
21750us	0	0	0	1
21760us	1	0	0	1
21770us	0	0	0	1
21780us	1	0	0	1
21790us	0	0	0	1
21800us	1	0	0	1
21810us	0	0	0	1
21820us	1	0	0	1
21830us	0	0	0	1
21840us	1	0	0	1
21850us	0	0	0	1
21860us	1	0	0	1
21870us	0	0	0	1
21880us	1	0	0	1
21890us	0	0	0	1
21900us	1	0	0	1
21910us	0	0	0	1
21920us	1	0	0	1
21930us	0	0	0	1
21940us	1	0	0	1
21950us	0	0	0	1
21960us	1	0	0	1
21970us	0	0	0	1
21980us	1	0	0	1
21990us	0	0	0	1
22000us	1	0	0	0
22010us	0	0	0	0
22020us	1	0	0	0
22030us	0	0	0	0
22040us	1	0	0	0
22050us	0	0	0	0
22060us	1	0	0	0
22070us	0	0	0	0
22080us	1	0	0	0
22090us	0	0	0	0
22100us	1	0	0	0
22110us	0	0	0	0
22120us	1	0	0	0
22130us	0	0	0	0
22140us	1	0	0	0
22150us	0	0	0	0
22160us	1	0	0	0
22170us	0	0	0	0
22180us	1	0	0	0
22190us	0	0	0	0
22200us	1	0	0	0
22210us	0	0	0	0
22220us	1	0	0	0
22230us	0	0	0	0
22240us	1	0	0	0
22250us	0	0	0	0
22260us	1	0	0	0
22270us	0	0	0	0
22280us	1	0	0	0
22290us	0	0	0	0
22300us	1	0	0	0
22310us	0	0	0	0
22320us	1	0	0	0
22330us	0	0	0	0
22340us	1	0	0	0
22350us	0	0	0	0
22360us	1	0	0	0
22370us	0	0	0	0
22380us	1	0	0	0
22390us	0	0	0	0
22400us	1	0	0	0
22410us	0	0	0	0
22420us	1	0	0	0
22430us	0	0	0	0
22440us	1	0	0	0
22450us	0	0	0	0
22460us	1	0	0	0
22470us	0	0	0	0
22480us	1	0	0	0
22490us	0	0	0	0
22500us	1	0	0	0
22510us	0	0	0	0
22520us	1	0	0	0
22530us	0	0	0	0
22540us	1	0	0	0
22550us	0	0	0	0
22560us	1	0	0	0
22570us	0	0	0	0
22580us	1	0	0	0
22590us	0	0	0	0
22600us	1	0	0	0
22610us	0	0	0	0
22620us	1	0	0	0
22630us	0	0	0	0
22640us	1	0	0	0
22650us	0	0	0	0
22660us	1	0	0	0
22670us	0	0	0	0
22680us	1	0	0	0
22690us	0	0	0	0
22700us	1	0	0	0
22710us	0	0	0	0
22720us	1	0	0	0
22730us	0	0	0	0
22740us	1	0	0	0
22750us	0	0	0	0
22760us	1	0	0	0
22770us	0	0	0	0
22780us	1	0	0	0
22790us	0	0	0	0
22800us	1	0	0	0
22810us	0	0	0	0
22820us	1	0	0	0
22830us	0	0	0	0
22840us	1	0	0	0
22850us	0	0	0	0
22860us	1	0	0	0
22870us	0	0	0	0
22880us	1	0	0	0
22890us	0	0	0	0
22900us	1	0	0	0
22910us	0	0	0	0
22920us	1	0	0	0
22930us	0	0	0	0
22940us	1	0	0	0
22950us	0	0	0	0
22960us	1	0	0	0
22970us	0	0	0	0
22980us	1	0	0	0
22990us	0	0	0	0
23000us	1	0	0	0
23010us	0	0	0	0
23020us	1	0	0	0
23030us	0	0	0	0
23040us	1	0	0	0
23050us	0	0	0	0
23060us	1	0	0	0
23070us	0	0	0	0
23080us	1	0	0	0
23090us	0	0	0	0
23100us	1	0	0	0
23110us	0	0	0	0
23120us	1	0	0	0
23130us	0	0	0	0
23140us	1	0	0	0
23150us	0	0	0	0
23160us	1	0	0	0
23170us	0	0	0	0
23180us	1	0	0	0
23190us	0	0	0	0
23200us	1	0	0	0
23210us	0	0	0	0
23220us	1	0	0	0
23230us	0	0	0	0
23240us	1	0	0	0
23250us	0	0	0	0
23260us	1	0	0	0
23270us	0	0	0	0
23280us	1	0	0	0
23290us	0	0	0	0
23300us	1	0	0	0
23310us	0	0	0	0
23320us	1	0	0	0
23330us	0	0	0	0
